Y		LRT		VR1		VR2		Gender		School
0.2724899		-8.6193		0		0		0		3
-1.4043909		4.3807		0		1		1		3
-1.3245395		1.3807		0		1		0		3
1.470262		21.3807		1		0		1		3
1.0710047		3.3807		0		1		0		3
0.0329355		8.3807		1		0		1		3
-0.2864703		-6.6193		0		1		1		3
2.1889253		18.3807		1		0		0		3
0.1926384		-12.6193		0		1		0		3
-1.4043909		-7.6193		0		1		0		3
0.0329355		-0.6193		0		1		0		3
0.8314502		12.3807		1		0		1		3
-1.8834998		-9.6193		0		1		0		3
-0.1267674		4.3807		0		1		1		3
-0.1267674		-8.6193		0		0		0		3
0.8314502		4.3807		0		1		1		3
-0.0469159		2.3807		0		1		1		3
2.2687768		22.3807		1		0		0		3
0.5120443		8.3807		0		1		1		3
1.2307076		16.3807		0		1		0		3
0.7515988		13.3807		0		1		1		3
1.470262		11.3807		1		0		1		3
0.0329355		7.3807		0		1		0		3
1.470262		6.3807		1		0		0		3
0.1926384		18.3807		0		1		1		3
0.2724899		6.3807		1		0		0		3
0.0329355		10.3807		0		1		1		3
0.5918958		10.3807		1		0		1		3
-1.0849851		-11.6193		0		1		0		3
0.8314502		7.3807		1		0		1		3
-1.7237968		-0.6193		0		1		1		3
1.3904105		18.3807		1		0		0		3
-1.1648365		4.3807		1		0		0		3
0.6717473		4.3807		0		1		1		3
-0.6857277		-7.6193		0		1		0		3
-0.6857277		0.3807		0		1		0		3
-1.0051336		8.3807		1		0		1		3
-0.6857277		4.3807		0		1		0		3
0.9911532		12.3807		1		0		0		3
1.470262		5.3807		1		0		1		3
-0.0469159		2.3807		1		0		1		3
1.9493709		22.3807		1		0		1		3
1.0710047		13.3807		1		0		1		3
-0.2066188		-5.6193		0		1		0		3
-0.0469159		2.3807		0		1		1		3
1.3904105		5.3807		0		1		1		3
0.6717473		2.3807		0		1		0		3
0.4321929		-9.6193		0		1		1		3
0.8314502		-1.6193		0		1		1		3
-0.2066188		3.3807		0		1		1		3
1.1508561		6.3807		0		1		0		3
-0.2864703		3.3807		0		1		1		3
1.2307076		-11.6193		0		1		1		3
-0.5260247		1.3807		0		1		0		3
-0.6058762		-12.6193		0		0		1		3
0.112787		17.3807		1		0		0		3
0.4321929		7.3807		0		1		0		3
-1.4043909		-4.6193		0		1		0		3
-0.9252821		8.3807		1		0		1		3
-1.6439454		-14.6193		0		1		0		3
1.470262		9.3807		1		0		1		3
0.7515988		13.3807		1		0		0		3
-0.8454306		-6.6193		0		1		1		4
-0.1267674		3.3807		1		0		1		4
-0.6058762		-8.6193		0		1		1		4
-0.0469159		0.3807		0		1		1		4
0.2724899		11.3807		1		0		0		4
2.5881827		12.3807		1		0		0		4
1.9493709		20.3807		1		0		1		4
0.4321929		13.3807		1		0		0		4
-1.1648365		13.3807		1		0		0		4
1.9493709		21.3807		1		0		0		4
2.1889253		17.3807		1		0		1		4
0.8314502		1.3807		1		0		1		4
0.1926384		3.3807		1		0		1		4
0.3523414		-1.6193		0		1		0		4
0.6717473		0.3807		0		1		1		4
-0.4461733		3.3807		0		1		1		4
-0.6058762		-8.6193		0		1		0		4
0.8314502		14.3807		0		1		0		4
-0.3663218		-11.6193		0		0		0		4
-1.7237968		-9.6193		0		1		1		4
1.3904105		14.3807		1		0		0		4
-0.8454306		-6.6193		0		1		0		4
0.5120443		4.3807		0		1		1		4
-1.244688		-1.6193		0		1		0		4
1.0710047		15.3807		1		0		1		4
0.5120443		17.3807		1		0		0		4
1.3904105		15.3807		1		0		1		4
-0.4461733		9.3807		1		0		1		4
-0.2864703		16.3807		1		0		1		4
-0.1267674		-2.6193		0		1		0		4
-0.8454306		1.3807		0		1		0		4
-1.4842424		2.3807		0		1		1		4
0.3523414		0.3807		1		0		0		4
-1.4842424		-10.6193		0		1		0		4
-0.0469159		-2.6193		0		1		0		4
-0.8454306		-3.6193		0		1		1		4
-0.1267674		-5.6193		0		1		1		4
0.9113017		14.3807		1		0		1		4
-0.9252821		-1.6193		0		1		0		4
-0.9252821		-1.6193		0		1		0		4
0.2724899		7.3807		1		0		1		4
-0.2066188		7.3807		1		0		1		4
-1.0849851		-11.6193		0		1		0		4
-1.0051336		-15.6193		0		0		1		4
-0.8454306		-10.6193		0		1		1		4
0.0329355		-0.6193		1		0		1		4
1.7896679		4.3807		1		0		1		4
-0.2066188		2.3807		0		1		1		4
2.2687768		10.3807		0		1		1		4
0.0329355		-6.6193		0		1		0		4
-1.1648365		3.3807		0		1		0		4
-1.0849851		-11.6193		1		0		1		4
0.112787		18.3807		1		0		1		4
-0.6058762		-5.6193		0		1		0		4
2.5083312		20.3807		1		0		1		4
1.2307076		15.3807		1		0		0		4
-0.6857277		-6.6193		0		1		0		4
-0.8454306		-7.6193		0		1		1		4
0.6717473		-4.6193		1		0		1		4
0.5918958		26.3807		0		0		1		4
1.3904105		16.3807		0		1		0		4
1.9493709		9.3807		1		0		0		4
0.0329355		5.3807		1		0		0		4
0.2724899		4.3807		0		1		1		4
-0.3663218		5.3807		0		1		0		4
0.8314502		5.3807		0		1		1		4
-0.1267674		-3.6193		0		1		0		4
0.8314502		19.3807		0		1		0		4
-1.9633513		-6.6193		0		0		0		4
1.629965		8.3807		1		0		1		4
1.470262		14.3807		1		0		0		4
-1.3245395		4.3807		0		1		1		4
0.3523414		0.3807		0		1		0		4
-0.6058762		12.3807		1		0		1		4
-0.1267674		1.3807		1		0		1		4
-0.5260247		7.3807		0		1		0		4
-0.5260247		20.3807		1		0		0		4
1.9493709		10.3807		1		0		0		4
-1.0051336		0.3807		1		0		1		4
0.0329355		1.3807		0		1		1		4
-1.4842424		-4.6193		0		1		0		4
0.9113017		-6.6193		1		0		1		4
1.3904105		20.3807		1		0		0		4
-0.2066188		-11.6193		0		1		0		4
0.8314502		0.3807		1		0		0		4
0.9911532		18.3807		1		0		0		4
-0.3663218		9.3807		1		0		0		4
-0.7655792		-0.6193		1		0		0		4
-0.6058762		8.3807		0		1		0		4
-0.2066188		1.3807		0		1		1		4
0.112787		8.3807		1		0		0		4
0.6717473		12.3807		0		1		1		5
-0.8454306		6.3807		0		1		1		5
0.9911532		-14.6193		0		1		1		5
1.3105591		7.3807		0		1		1		5
1.0710047		14.3807		1		0		1		5
-0.7655792		8.3807		1		0		1		5
-0.0469159		11.3807		0		1		1		5
0.112787		18.3807		1		0		1		5
0.9113017		24.3807		1		0		1		5
0.0329355		17.3807		0		1		1		5
0.0329355		-5.6193		0		1		1		5
-0.8454306		28.3807		0		1		1		5
0.3523414		12.3807		1		0		1		5
0.112787		5.3807		1		0		1		5
-0.2066188		0.3807		0		1		1		5
-1.7237968		0.3807		0		1		1		5
0.8314502		14.3807		1		0		1		5
0.112787		13.3807		1		0		1		5
-0.9252821		-6.6193		0		1		1		5
0.5120443		-4.6193		0		1		1		5
-0.4461733		5.3807		0		1		1		5
0.5918958		18.3807		1		0		1		5
-0.0469159		5.3807		0		1		1		5
-1.5640939		-2.6193		0		1		1		5
-1.8036483		1.3807		0		1		1		5
-0.9252821		6.3807		0		1		1		5
0.5120443		0.3807		1		0		1		5
0.5120443		8.3807		0		1		1		5
-0.6857277		-6.6193		0		1		1		5
-0.3663218		16.3807		0		1		1		5
-0.2066188		8.3807		1		0		1		5
0.0329355		7.3807		0		1		1		5
-0.4461733		-1.6193		0		1		1		5
-1.0051336		-8.6193		0		0		1		5
-1.7237968		-6.6193		0		1		1		5
0.5120443		11.3807		0		1		1		5
-1.4842424		4.3807		0		1		1		5
0.6717473		7.3807		0		1		1		5
1.0710047		2.3807		1		0		1		5
-0.7655792		-3.6193		0		1		1		5
0.8314502		7.3807		1		0		1		5
-0.6058762		-2.6193		0		1		1		5
-0.3663218		8.3807		0		1		1		5
-1.4043909		-6.6193		0		1		1		5
-0.5260247		16.3807		0		1		1		5
-1.244688		-17.6193		0		1		1		5
-0.2066188		-0.6193		0		1		1		5
-1.1648365		-3.6193		0		0		1		5
-0.1267674		11.3807		1		0		1		5
-0.3663218		4.3807		0		1		1		5
-0.0469159		3.3807		0		1		1		5
-0.2864703		-19.6193		0		1		1		5
-0.3663218		20.3807		0		1		1		5
-0.7655792		-15.6193		0		0		1		5
-0.6058762		-0.6193		0		1		1		5
0.2724899		8.3807		0		1		1		5
0.2724899		1.3807		0		1		1		5
0.9113017		18.3807		1		0		1		5
0.5918958		3.3807		0		1		1		5
0.8314502		9.3807		1		0		1		5
1.5501135		15.3807		1		0		1		5
-1.1648365		0.3807		0		1		1		5
0.112787		8.3807		1		0		1		5
0.2724899		11.3807		1		0		1		5
-0.2864703		-0.6193		0		1		1		5
1.2307076		15.3807		1		0		1		5
0.8314502		18.3807		1		0		1		5
0.9113017		9.3807		1		0		1		5
-0.5260247		-2.6193		0		1		1		5
-0.0469159		2.3807		0		1		1		5
-0.2066188		13.3807		0		1		1		5
-0.6857277		-9.6193		0		1		1		5
0.7515988		13.3807		1		0		1		5
-1.1648365		-18.6193		0		0		1		5
-0.9252821		3.3807		0		1		1		5
-0.7655792		2.3807		0		1		1		5
-0.2864703		-10.6193		0		1		1		5
-0.2864703		8.3807		0		1		1		5
-0.4461733		-6.6193		0		1		1		5
0.112787		24.3807		1		0		1		5
-0.8454306		-2.6193		0		1		1		5
-0.0469159		15.3807		0		1		1		5
-0.7655792		6.3807		1		0		1		5
1.1508561		7.3807		1		0		1		5
-0.7655792		5.3807		1		0		1		5
0.112787		7.3807		0		1		1		5
0.5918958		14.3807		1		0		1		5
-0.6857277		-11.6193		0		0		1		5
-0.8454306		-8.6193		0		1		1		6
0.7515988		-2.6193		0		1		0		6
0.5120443		12.3807		1		0		1		6
-1.9633513		-19.6193		0		0		1		6
-0.2864703		-5.6193		0		1		0		6
-0.2066188		-25.6193		0		0		0		6
-1.4842424		-23.6193		0		0		0		6
-0.1267674		-0.6193		0		1		1		6
-0.5260247		3.3807		0		1		1		6
-1.1648365		-13.6193		0		0		1		6
-1.4043909		-5.6193		0		1		1		6
1.0710047		17.3807		0		1		1		6
0.1926384		-7.6193		0		1		1		6
1.1508561		-1.6193		1		0		1		6
-0.1267674		-19.6193		0		1		1		6
-0.8454306		-3.6193		0		1		1		6
0.7515988		15.3807		1		0		0		6
1.7098164		21.3807		1		0		1		6
-1.244688		1.3807		0		1		1		6
-1.0849851		-5.6193		0		1		0		6
-1.9633513		-20.6193		0		0		1		6
0.5120443		5.3807		0		1		1		6
-0.3663218		5.3807		1		0		1		6
0.1926384		-27.6193		0		0		1		6
-0.9252821		-7.6193		0		1		1		6
-0.2066188		-1.6193		0		1		1		6
0.112787		7.3807		0		1		0		6
-0.3663218		12.3807		1		0		0		6
0.5120443		-5.6193		0		1		0		6
-0.1267674		-12.6193		0		1		1		6
0.5918958		8.3807		0		1		1		6
0.5120443		28.3807		0		1		1		6
-0.3663218		-1.6193		0		1		1		6
-1.0051336		-2.6193		0		1		0		6
0.8314502		-0.6193		0		1		0		6
-1.6439454		-24.6193		0		1		0		6
1.470262		8.3807		1		0		1		6
-0.3663218		-19.6193		0		0		0		6
0.2724899		13.3807		1		0		1		6
1.470262		23.3807		1		0		0		6
-0.5260247		9.3807		0		1		1		6
1.629965		21.3807		1		0		1		6
0.7515988		-4.6193		0		1		1		6
-0.1267674		10.3807		1		0		1		6
-1.9633513		-17.6193		0		0		1		6
0.0329355		-5.6193		0		1		1		6
-1.0849851		-11.6193		0		0		1		6
-1.244688		3.3807		0		1		0		6
1.3904105		12.3807		0		1		1		6
0.5918958		28.3807		1		0		0		6
-0.2864703		-9.6193		0		1		1		6
-0.2864703		4.3807		0		0		1		6
-0.0469159		-0.6193		0		1		1		6
0.4321929		8.3807		0		1		1		6
-0.7655792		5.3807		0		1		1		6
-1.244688		-31.6193		0		1		0		6
0.9911532		8.3807		0		1		1		6
1.1508561		8.3807		1		0		1		6
-0.3663218		-13.6193		0		1		1		6
1.5501135		21.3807		1		0		1		6
-0.7655792		-3.6193		1		0		1		6
0.5120443		0.3807		1		0		1		6
1.8695194		6.3807		0		1		0		6
-0.1267674		-7.6193		0		1		1		6
0.4321929		-22.6193		0		0		1		6
0.5918958		-9.6193		0		1		1		6
-0.1267674		-4.6193		0		1		1		6
-1.3245395		-16.6193		0		0		1		6
-0.4461733		-8.6193		0		1		1		6
-0.9252821		2.3807		0		1		0		6
1.1508561		14.3807		1		0		0		6
1.7896679		12.3807		1		0		1		6
0.112787		4.3807		0		1		1		6
-0.2864703		9.3807		0		1		1		6
-1.0849851		-0.6193		0		1		1		6
-1.3245395		-2.6193		0		1		1		6
0.1926384		-4.6193		0		1		1		6
-1.1648365		-16.6193		0		1		0		6
-0.4461733		7.3807		0		1		1		6
0.112787		7.3807		0		1		1		6
-0.2066188		0.3807		0		1		1		6
0.2724899		8.3807		1		0		1		6
0.3523414		-1.6193		0		1		0		6
-1.0051336		0.3807		0		1		1		6
-1.5640939		0.3807		1		0		0		6
0.112787		6.3807		1		0		0		6
-0.2066188		-16.6193		0		1		1		6
-0.6058762		-6.6193		0		1		1		6
-0.6058762		-6.6193		0		1		1		6
-0.0469159		20.3807		1		0		0		6
-0.2864703		20.3807		1		0		1		6
-0.9252821		3.3807		1		0		1		6
-0.9252821		-2.6193		0		1		0		6
-0.5260247		9.3807		0		1		1		6
1.3105591		14.3807		1		0		1		6
-0.6058762		-3.6193		0		0		1		6
-1.6439454		2.3807		0		1		1		6
0.9113017		1.3807		0		1		1		6
-1.4043909		-4.6193		0		0		1		6
0.9911532		1.3807		0		1		1		6
1.3105591		37.3807		1		0		1		6
-0.0469159		-12.6193		0		1		1		6
0.4321929		-10.6193		0		1		1		6
0.5918958		4.3807		1		0		1		6
0.5918958		5.3807		1		0		1		6
1.629965		-9.6193		0		1		1		6
1.470262		-4.6193		0		1		1		6
-1.8036483		-10.6193		0		1		1		6
0.0329355		2.3807		0		1		1		6
-0.8454306		-2.6193		0		1		1		6
0.1926384		3.3807		0		1		1		6
0.4321929		4.3807		0		1		1		6
0.9911532		10.3807		1		0		1		6
-0.3663218		-19.6193		0		0		0		6
-0.3663218		-1.6193		0		1		1		6
1.3105591		6.3807		0		1		1		6
0.4321929		17.3807		1		0		0		6
0.5918958		1.3807		1		0		1		6
-0.4461733		1.3807		0		1		1		6
0.8314502		7.3807		1		0		1		6
-0.2864703		-9.6193		0		1		1		6
-0.6857277		-2.6193		0		1		1		6
-0.8454306		-6.6193		0		1		0		6
-1.6439454		-34.6193		0		0		0		6
-0.7655792		2.3807		0		1		1		6
-2.1230542		-21.6193		0		0		0		6
-1.244688		1.3807		0		1		1		7
2.5881827		20.3807		1		0		1		7
-0.6857277		-6.6193		0		1		1		7
-0.0469159		-6.6193		0		1		1		7
-0.3663218		7.3807		0		1		1		7
1.0710047		-4.6193		1		0		1		7
-0.3663218		-0.6193		0		1		1		7
-0.4461733		1.3807		0		1		1		7
-0.6857277		12.3807		0		1		1		7
-0.0469159		0.3807		0		1		1		7
0.9113017		0.3807		1		0		1		7
0.9911532		3.3807		1		0		1		7
-0.4461733		4.3807		0		1		1		7
-0.6857277		-11.6193		0		1		1		7
-1.0849851		8.3807		0		1		1		7
-0.1267674		10.3807		0		1		1		7
0.5120443		12.3807		1		0		1		7
-1.0051336		4.3807		0		1		1		7
0.112787		1.3807		0		1		1		7
1.2307076		11.3807		1		0		1		7
-0.2864703		1.3807		0		1		1		7
0.5918958		6.3807		1		0		1		7
0.112787		7.3807		1		0		1		7
0.7515988		0.3807		0		1		1		7
-0.2066188		-3.6193		0		1		1		7
-0.3663218		7.3807		1		0		1		7
-0.7655792		2.3807		0		1		1		7
-1.5640939		-2.6193		0		1		1		7
-1.0849851		7.3807		0		1		1		7
0.4321929		2.3807		1		0		1		7
-0.6857277		1.3807		0		1		1		7
-0.7655792		-1.6193		0		1		1		7
0.6717473		-7.6193		0		1		1		7
-1.244688		-6.6193		0		1		1		7
0.3523414		5.3807		1		0		1		7
1.1508561		4.3807		0		1		1		7
2.0292223		-5.6193		0		1		1		7
-0.5260247		-6.6193		0		1		1		7
0.0329355		11.3807		0		1		1		7
0.7515988		0.3807		0		1		1		7
-0.0469159		6.3807		0		1		1		7
1.7896679		7.3807		1		0		1		7
0.112787		7.3807		1		0		1		7
0.112787		8.3807		1		0		1		7
-0.2066188		1.3807		0		1		1		7
0.4321929		2.3807		0		1		1		7
-1.0051336		9.3807		0		1		1		7
0.112787		5.3807		0		1		1		7
-0.6857277		-10.6193		0		0		1		7
0.0329355		-6.6193		0		0		1		7
-0.2066188		-1.6193		0		1		1		7
-0.4461733		-8.6193		0		1		1		7
-0.6058762		6.3807		0		1		1		7
1.7896679		3.3807		0		1		1		7
-1.0849851		-5.6193		0		1		1		7
0.9113017		5.3807		1		0		1		7
-0.2066188		2.3807		0		1		1		7
-0.0469159		5.3807		0		1		1		7
1.0710047		-16.6193		0		1		1		7
-0.2066188		-6.6193		0		1		1		7
1.8695194		20.3807		1		0		1		7
0.4321929		8.3807		0		1		1		7
-0.0469159		-3.6193		1		0		1		7
1.7896679		24.3807		1		0		1		7
-0.9252821		15.3807		0		1		1		7
0.9113017		8.3807		0		1		1		7
1.2307076		-0.6193		0		1		1		7
0.9113017		-4.6193		0		1		1		7
-0.6857277		0.3807		0		1		1		7
1.7098164		16.3807		1		0		1		7
-0.3663218		14.3807		0		1		1		7
-1.1648365		-11.6193		0		1		1		7
-0.3663218		12.3807		1		0		1		7
-0.6058762		5.3807		0		1		1		7
-1.3245395		-6.6193		0		1		1		7
-1.0051336		-3.6193		0		1		1		7
0.8314502		8.3807		1		0		1		7
1.2307076		7.3807		1		0		1		7
1.7896679		16.3807		1		0		1		7
-0.4461733		-8.6193		0		1		1		7
-0.5260247		-0.6193		0		1		1		7
0.112787		9.3807		1		0		1		7
1.629965		0.3807		0		1		1		7
0.9911532		-17.6193		0		1		1		7
-1.0051336		-3.6193		0		1		1		7
1.5501135		0.3807		1		0		1		7
-0.0469159		-5.6193		0		0		1		7
-1.7237968		-6.6193		0		0		1		7
0.6717473		5.3807		0		1		1		7
-0.8454306		5.3807		1		0		1		7
-1.0051336		-1.6193		0		1		1		7
0.5120443		6.3807		0		1		1		7
